time,hr,dist,speed
866,135,2487.62,1.58000000000038
867,135,2489.19,1.56999999999971
868,135,2490.75,1.5600000000004
869,134,2492.3,1.54999999999973
870,129,2493.84,1.53999999999996
871,129,2495.39,1.54999999999973
872,129,2496.93,1.54000000000042
873,127,2498.48,1.55000000000018
874,127,2500.02,1.53999999999951
875,126,2501.55,1.5300000000002
876,125,2503.07,1.51999999999998
877,124,2504.54,1.4699999999998
878,124,2505.97,1.43000000000029
879,123,2507.38,1.41000000000031
880,123,2508.73,1.34999999999991
881,122,2510.06,1.32999999999993
882,121,2511.41,1.34999999999991
883,120,2512.77,1.35999999999967
884,119,2514.15,1.38000000000056
885,119,2515.54,1.38999999999942
886,116,2516.97,1.43000000000029
887,115,2518.32,1.34999999999991
888,115,2519.68,1.36000000000013
889,114,2521.03,1.34999999999991
890,114,2522.36,1.33000000000038
891,108,2523.69,1.32999999999947
892,108,2525.03,1.34000000000015
893,108,2526.36,1.33000000000038
894,106,2527.72,1.35999999999967
895,105,2529.1,1.37999999999965
896,102,2530.65,1.55000000000018
897,102,2532.39,1.74000000000024
898,102,2534.3,1.90999999999985
899,103,2536.43,2.13000000000011
900,104,2538.8,2.36999999999989
901,107,2541.22,2.42000000000007
902,108,2543.65,2.43000000000029
903,108,2546.13,2.47999999999956
904,108,2548.61,2.48000000000002
905,109,2551.14,2.5300000000002
906,107,2553.68,2.53999999999996
907,107,2556.26,2.57999999999993
908,108,2558.87,2.61000000000013
909,108,2561.49,2.61999999999989
910,108,2564.36,2.86999999999989
911,107,2567.29,2.93000000000029
912,108,2570.25,2.95999999999958
913,108,2573.23,2.98000000000002
914,108,2576.22,2.99000000000024
915,108,2579.24,3.01999999999998
916,107,2582.25,3.00999999999976
917,108,2585.27,3.02000000000044
918,108,2588.29,3.01999999999998
919,108,2591.31,3.01999999999953
920,108,2594.32,3.01000000000022
921,111,2597.35,3.02999999999975
922,111,2600.38,3.03000000000065
923,111,2603.38,2.99999999999955
924,112,2606.39,3.01000000000022
925,112,2609.34,2.94999999999982
926,115,2612.3,2.96000000000004
927,115,2615.23,2.93000000000029
928,115,2618.15,2.92000000000007
929,115,2621.06,2.90999999999985
930,116,2623.96,2.90000000000009
931,119,2626.85,2.88999999999942
932,119,2629.75,2.90000000000009
933,119,2632.64,2.89000000000033
934,120,2635.56,2.92000000000007
935,120,2638.51,2.94999999999982
936,121,2641.48,2.9699999999998
937,121,2644.48,3
938,122,2647.51,3.0300000000002
939,122,2650.56,3.04999999999973
940,122,2653.61,3.05000000000018
941,124,2656.65,3.04000000000042
942,124,2659.67,3.01999999999953
943,125,2662.65,2.98000000000002
944,125,2665.57,2.92000000000007
945,131,2668.47,2.90000000000009
946,131,2671.37,2.89999999999964
947,131,2674.25,2.88000000000056
948,131,2677.09,2.83999999999969
949,131,2679.92,2.82999999999993
950,131,2682.7,2.7800000000002
951,136,2685.44,2.73999999999978
952,136,2688.17,2.73000000000047
953,136,2690.88,2.71000000000004
954,136,2693.57,2.6899999999996
955,136,2696.25,2.67999999999984
956,136,2698.93,2.68000000000029
957,136,2701.58,2.65000000000009
958,136,2704.24,2.65999999999985
959,136,2706.9,2.65999999999985
960,136,2709.57,2.67000000000007
961,136,2709.57,
962,146,2709.57,
963,146,2709.57,
964,146,2709.57,
965,146,2709.57,
966,146,2709.57,
967,152,2709.57,
968,152,2709.57,
969,152,2709.57,
970,152,2709.57,
971,152,2709.57,
972,152,2709.57,
973,152,2709.57,
974,152,2709.57,
975,152,2709.57,
976,152,2709.57,
977,150,2712.24,2.67000000000007
978,150,2714.93,2.69000000000005
979,150,2717.62,2.69000000000005
980,150,2720.33,2.70999999999958
981,150,2723.03,2.70000000000027
982,142,2725.7,2.67000000000007
983,142,2728.37,2.67000000000007
984,142,2731.03,2.65999999999985
985,142,2733.68,2.65000000000009
986,142,2736.32,2.63999999999987
987,150,2738.96,2.63999999999987
988,151,2741.6,2.63999999999987
989,151,2744.24,2.64000000000033
990,151,2746.88,2.64000000000033
991,151,2749.52,2.63999999999987
992,157,2752.16,2.63999999999987
993,157,2754.8,2.63999999999987
994,157,2757.44,2.64000000000033
995,157,2760.08,2.63999999999987
996,157,2762.72,2.63999999999987
997,159,2765.36,2.63999999999987
998,159,2768,2.64000000000033
999,159,2770.64,2.63999999999987
1000,159,2773.28,2.63999999999987
1001,159,2775.93,2.65000000000009
1002,163,2778.57,2.63999999999987
1003,163,2781.21,2.63999999999987
1004,163,2783.83,2.61999999999989
1005,163,2786.47,2.64000000000033
1006,163,2789.11,2.64000000000033
1007,153,2791.75,2.63999999999987
1008,153,2794.38,2.62999999999965
1009,153,2797.01,2.63000000000011
1010,153,2799.64,2.63000000000011
1011,153,2802.28,2.63999999999987
1012,158,2804.93,2.65000000000009
1013,158,2807.57,2.63999999999987
1014,158,2810.23,2.65999999999985
1015,158,2812.89,2.66000000000031
1016,158,2815.52,2.63000000000011
1017,166,2818.16,2.63999999999987
1018,166,2820.81,2.65000000000009
1019,166,2823.45,2.63999999999987
1020,166,2826.1,2.65000000000009
1021,166,2828.76,2.65999999999985
1022,174,2831.43,2.67000000000007
1023,174,2834.08,2.64999999999964
1024,174,2836.75,2.67000000000053
1025,174,2839.41,2.65999999999985
1026,174,2842.07,2.65999999999985
1027,174,2844.73,2.65999999999985
1028,174,2847.38,2.65000000000009
1029,174,2850.02,2.64000000000033
1030,174,2852.69,2.67000000000007
1031,174,2855.37,2.67999999999984
1032,179,2858.08,2.71000000000004
1033,179,2860.78,2.69999999999982
1034,179,2863.5,2.7199999999998
1035,179,2866.24,2.74000000000024
1036,179,2868.96,2.72000000000025
1037,180,2871.66,2.69999999999982
1038,180,2874.39,2.73000000000002
1039,180,2877.11,2.7199999999998
1040,180,2879.83,2.7199999999998
1041,180,2882.56,2.73000000000047
1042,180,2885.28,2.7199999999998
1043,176,2888.01,2.73000000000002
1044,176,2890.76,2.75
1045,176,2893.51,2.75
1046,176,2896.28,2.76999999999998
1047,176,2899.05,2.76999999999998
1048,174,2901.82,2.76999999999998
1049,174,2904.61,2.79000000000042
1050,174,2907.41,2.79999999999927
1051,174,2910.21,2.80000000000018
1052,174,2913,2.79000000000042
1053,175,2915.79,2.78999999999996
1054,175,2918.59,2.79999999999973
1055,175,2921.39,2.80000000000018
1056,175,2924.19,2.80000000000018
1057,175,2927,2.80999999999949
1058,172,2929.81,2.8100000000004
1059,172,2932.62,2.80999999999995
1060,172,2935.44,2.81999999999971
1061,172,2938.25,2.80999999999995
1062,172,2941.06,2.8100000000004
1063,176,2943.88,2.81999999999971
1064,176,2946.71,2.83000000000038
1065,176,2949.5,2.78999999999996
1066,176,2952.29,2.78999999999951
1067,176,2955.07,2.7800000000002
1068,173,2957.9,2.83000000000038
1069,173,2960.75,2.84999999999991
1070,173,2963.5,2.75
1071,173,2966.11,2.60999999999967
1072,173,2968.57,2.46000000000004
1073,158,2971.07,2.5
1074,158,2973.63,2.5600000000004
1075,158,2976.17,2.53999999999951
1076,158,2978.78,2.61000000000058
1077,158,2981.39,2.60999999999967
1078,160,2984,2.61000000000013
1079,160,2986.6,2.59999999999991
1080,160,2989.19,2.58999999999969
1081,160,2991.77,2.58000000000038
1082,160,2994.35,2.57999999999993
1083,160,2996.93,2.57999999999993
1084,160,2999.5,2.57000000000016
1084.192,160,3000,2.6041666666642
1085,160,3002.11,2.61138613861404
1086,160,3004.7,2.59000000000015
1087,160,3007.31,2.61000000000013
1088,157,3009.92,2.60999999999967
1089,157,3012.51,2.59000000000015
1090,157,3015.07,2.55999999999995
1091,157,3017.62,2.55000000000018
1092,157,3020.15,2.52999999999975
1093,168,3022.66,2.51000000000022
1094,168,3025.14,2.48000000000002
1095,168,3027.61,2.4699999999998
1096,168,3030.05,2.44000000000005
1097,168,3032.49,2.44000000000005
1098,172,3034.92,2.42999999999984
1099,172,3037.32,2.40000000000009
1100,172,3039.73,2.40999999999985
1101,172,3042.13,2.40000000000009
1102,172,3044.53,2.40000000000009
1103,174,3046.95,2.42000000000007
1104,174,3049.39,2.44000000000005
1105,174,3051.83,2.44000000000005
1106,174,3054.29,2.46000000000004
1107,174,3056.77,2.48000000000002
1108,169,3059.25,2.48000000000002
1109,169,3061.75,2.5
1110,169,3064.26,2.50999999999976
1111,169,3066.78,2.51999999999998
1112,169,3069.32,2.53999999999996
1113,170,3071.86,2.53999999999996
1114,170,3074.42,2.5600000000004
1115,170,3076.98,2.55999999999995
1116,170,3079.54,2.55999999999949
1117,170,3082.14,2.60000000000036
1118,171,3084.75,2.60999999999967
1119,171,3087.38,2.63000000000056
1120,171,3090.03,2.64999999999964
1121,171,3092.73,2.70000000000027
1122,171,3095.47,2.73999999999978
1123,171,3098.25,2.77999999999975
1124,171,3101.04,2.79000000000042
1125,175,3103.87,2.82999999999993
1126,175,3106.69,2.82000000000016
1127,175,3109.51,2.81999999999971
1128,175,3112.36,2.84999999999991
1129,175,3115.21,2.84999999999991
1130,177,3118.07,2.86000000000013
1131,177,3120.94,2.86999999999989
1132,177,3123.81,2.87000000000035
1133,177,3126.68,2.86999999999989
1134,177,3129.55,2.86999999999989
1135,177,3132.43,2.88000000000011
1136,177,3135.31,2.87999999999965
1137,177,3138.19,2.88000000000011
1138,177,3141.08,2.88999999999987
1138,177,3141.08,
1139,177,3144,2.92000000000007
1140,176,3146.89,2.89000000000033
1141,176,3149.76,2.86999999999989
1142,176,3152.62,2.86000000000013
1143,176,3155.44,2.82000000000016
1144,176,3158.27,2.82999999999993
1145,175,3161.1,2.82999999999993
1146,175,3163.94,2.83999999999969
1147,175,3166.82,2.88000000000056
1148,175,3169.73,2.90999999999985
1149,175,3172.64,2.90999999999985
1150,173,3175.58,2.9399999999996
1151,173,3178.54,2.96000000000049
1152,173,3181.51,2.9699999999998
1153,173,3184.48,2.9699999999998
1154,173,3187.46,2.98000000000002
1155,174,3190.41,2.95000000000027
1156,174,3193.37,2.96000000000004
1157,174,3196.33,2.95999999999958
1158,174,3199.31,2.98000000000002
1159,174,3202.29,2.98000000000002
1160,172,3205.28,2.99000000000024
1161,172,3208.3,3.01999999999998
1162,172,3211.32,3.01999999999998
1163,172,3214.33,3.01000000000022
1164,172,3217.32,2.99000000000024
1165,172,3220.28,2.95999999999958
1166,172,3223.21,2.93000000000029
1167,172,3226.14,2.92999999999984
1168,172,3229.05,2.91000000000031
1169,172,3231.94,2.88999999999942
1170,171,3234.82,2.88000000000056
1171,171,3237.73,2.90999999999985
1172,171,3239.75,2.01999999999998
1173,171,3241.81,2.05999999999949
1174,171,3243.93,2.12000000000035
1175,167,3246.11,2.17999999999984
1176,167,3248.32,2.21000000000004
1177,167,3250.55,2.23000000000002
1178,167,3252.79,2.23999999999978
1179,167,3255.06,2.27000000000044
1180,170,3257.34,2.27999999999975
1181,170,3259.62,2.2800000000002
1182,170,3261.94,2.31999999999971
1183,170,3264.28,2.34000000000015
1184,170,3266.62,2.33999999999969
1185,174,3268.98,2.36000000000058
1186,174,3271.36,2.37999999999965
1187,174,3273.78,2.42000000000007
1188,174,3276.19,2.40999999999985
1189,174,3278.63,2.44000000000005
1190,174,3281.09,2.46000000000004
1191,174,3283.57,2.48000000000002
1192,174,3286.05,2.48000000000002
1193,174,3288.53,2.48000000000002
1194,174,3291.03,2.5
1195,174,3293.53,2.5
1196,174,3296.03,2.50000000000045
1197,174,3298.57,2.53999999999951
1198,174,3301.1,2.5300000000002
1199,174,3303.62,2.51999999999998
1200,174,3306.15,2.52999999999975
1201,174,3308.69,2.54000000000042
1202,174,3311.24,2.54999999999973
1203,174,3313.77,2.5300000000002
1204,174,3316.31,2.53999999999951
1205,174,3318.88,2.57000000000016
1206,174,3321.46,2.57999999999993
1207,174,3324.05,2.59000000000015
1208,174,3326.64,2.59000000000015
1209,174,3329.25,2.61000000000013
1210,174,3331.86,2.60999999999967
1211,174,3334.46,2.60000000000036
1212,174,3337.04,2.57999999999993
1213,174,3339.66,2.61999999999989
1214,174,3342.28,2.61999999999989
1215,174,3344.91,2.63000000000011
1216,172,3347.55,2.64000000000033
1217,172,3350.18,2.62999999999965
1218,172,3352.8,2.61999999999989
1219,172,3355.42,2.61999999999989
1220,172,3358.02,2.60000000000036
1221,172,3360.63,2.61000000000013
1222,172,3363.26,2.62999999999965
1223,172,3365.89,2.63000000000011
1224,172,3368.52,2.62999999999965
1225,172,3371.15,2.63000000000011
1226,175,3373.78,2.63000000000056
1227,175,3376.39,2.60999999999967
1228,175,3379,2.61000000000013
1229,175,3381.6,2.59999999999991
1230,175,3384.16,2.55999999999949
1231,174,3386.72,2.5600000000004
1232,174,3389.28,2.55999999999995
1233,174,3391.82,2.53999999999996
1234,174,3394.33,2.50999999999976
1235,174,3396.86,2.5300000000002
1236,173,3399.36,2.5
1237,173,3401.86,2.5
1238,173,3404.36,2.50000000000045
1239,173,3406.83,2.4699999999998
1240,173,3409.31,2.47999999999956
1241,178,3411.78,2.47000000000025
1242,178,3414.25,2.47000000000025
1243,178,3416.69,2.44000000000005
1244,178,3419.14,2.44999999999936
1245,178,3421.57,2.43000000000075
1246,178,3424.02,2.44999999999936
1247,179,3426.49,2.47000000000025
1248,179,3428.95,2.46000000000004
1249,179,3431.41,2.45999999999958
1250,179,3433.87,2.46000000000049
1251,179,3436.35,2.48000000000002
1252,178,3438.82,2.4699999999998
1253,178,3441.3,2.48000000000047
1254,178,3443.8,2.5
1255,178,3446.32,2.51999999999998
1256,178,3448.86,2.53999999999951
1257,179,3451.4,2.54000000000042
1258,179,3453.96,2.55999999999995
1259,179,3456.53,2.56999999999971
1260,179,3459.07,2.53999999999996
1261,179,3461.61,2.53999999999996
1262,179,3464.14,2.5300000000002
1263,179,3466.64,2.5
1264,179,3469.15,2.51000000000022
1265,179,3471.66,2.50999999999976
1266,179,3474.17,2.51000000000022
1267,179,3476.68,2.50999999999976
1268,179,3479.18,2.5
1269,179,3481.7,2.51999999999998
1270,179,3484.22,2.51999999999998
1271,179,3486.74,2.51999999999998
1272,177,3489.27,2.5300000000002
1273,177,3491.8,2.5300000000002
1274,177,3494.33,2.52999999999975
1275,177,3496.86,2.52999999999975
1276,177,3499.38,2.52000000000044
1277,175,3501.92,2.53999999999951
1278,175,3504.45,2.5300000000002
1279,175,3507,2.54999999999973
1280,175,3509.56,2.5600000000004
1281,175,3512.11,2.54999999999973
1282,175,3514.68,2.57000000000016
1283,175,3517.25,2.56999999999971
1284,175,3519.82,2.57000000000016
1285,175,3522.42,2.60000000000036
1286,175,3525,2.57999999999993
1287,175,3527.58,2.57999999999993
1288,175,3530.16,2.57999999999993
1289,175,3532.76,2.59999999999991
1290,175,3535.36,2.59999999999991
1291,175,3538,2.64000000000033
1292,174,3540.66,2.65999999999985
1293,174,3543.34,2.67999999999984
1294,174,3546.03,2.69000000000051
1295,174,3548.71,2.67999999999938
1296,174,3551.49,2.7800000000002
1297,170,3554.26,2.76999999999998
1298,170,3557.05,2.78999999999996
1299,170,3559.84,2.78999999999996
1300,170,3562.64,2.80000000000018
1301,170,3565.45,2.80999999999995
1302,170,3568.26,2.80999999999995
1303,170,3571.07,2.80999999999995
1304,170,3573.9,2.82999999999993
1305,170,3576.73,2.83000000000038
1306,170,3579.56,2.82999999999993
1307,169,3582.39,2.82999999999993
1308,169,3585.21,2.82000000000016
1309,169,3588.03,2.81999999999971
1310,169,3590.86,2.82999999999993
1311,169,3593.68,2.82000000000016
1312,169,3596.51,2.82999999999993
1313,169,3599.32,2.80999999999995
1314,169,3602.13,2.80999999999995
1315,169,3604.93,2.80000000000018
1316,169,3607.72,2.78999999999996
1317,169,3610.5,2.7800000000002
1318,169,3613.26,2.75999999999976
1319,169,3616.03,2.76999999999998
1320,169,3618.79,2.75999999999976
1321,169,3621.56,2.76999999999998
1322,167,3624.32,2.76000000000067
1323,167,3627.09,2.76999999999953
1324,167,3629.86,2.76999999999998
1325,167,3632.64,2.7800000000002
1326,167,3635.43,2.78999999999996
1327,167,3638.23,2.80000000000018
1328,167,3641.06,2.82999999999993
1329,171,3643.89,2.82999999999993
1330,171,3646.71,2.81999999999971
1331,171,3649.57,2.86000000000013
1332,171,3652.43,2.86000000000013
1333,171,3655.29,2.86000000000013
1334,174,3658.16,2.86999999999944
1335,174,3661.03,2.87000000000035
1336,174,3663.92,2.89000000000033
1337,174,3666.82,2.90000000000009
1338,174,3669.73,2.90999999999985
1339,171,3672.66,2.92999999999984
1340,171,3675.58,2.92000000000007
1341,171,3678.5,2.91999999999962
1342,171,3681.39,2.89000000000033
1343,171,3684.28,2.88999999999987
1344,169,3687.17,2.89000000000033
1345,169,3690.05,2.87999999999965
1346,169,3692.94,2.88999999999987
1347,169,3695.82,2.88000000000011
1348,169,3698.71,2.88999999999987
1349,172,3701.59,2.88000000000056
1350,172,3704.47,2.87999999999965
1351,172,3707.35,2.88000000000011
1352,172,3710.22,2.87000000000035
1353,172,3713.1,2.87999999999965
1354,174,3715.96,2.86000000000013
1355,174,3718.8,2.83999999999969
1356,174,3721.64,2.84000000000015
1357,174,3724.47,2.82999999999993
1358,174,3727.31,2.83999999999969
1359,172,3730.12,2.8100000000004
1360,172,3732.93,2.8100000000004
1361,172,3735.75,2.81999999999971
1362,172,3738.56,2.80999999999949
1363,172,3741.37,2.8100000000004
1364,171,3744.16,2.78999999999996
1365,171,3746.95,2.78999999999996
1366,171,3749.74,2.79000000000042
1367,171,3752.53,2.78999999999951
1368,171,3755.32,2.78999999999996
1369,171,3758.11,2.78999999999996
1370,171,3760.91,2.80000000000018
1371,171,3763.71,2.79999999999973
1372,171,3766.51,2.80000000000018
1373,171,3769.32,2.8100000000004
1374,170,3772.12,2.79999999999973
1375,170,3774.93,2.80999999999995
1376,170,3777.75,2.81999999999971
1377,170,3780.56,2.8100000000004
1378,170,3783.4,2.84000000000015
1379,169,3786.24,2.83999999999969
1380,169,3789.1,2.86000000000013
1381,169,3791.96,2.86000000000013
1382,169,3794.86,2.89999999999964
1383,169,3797.78,2.92000000000007
1384,169,3800.7,2.92000000000007
1385,169,3803.65,2.94999999999982
1386,169,3806.6,2.95000000000027
1387,169,3809.54,2.9399999999996
1388,169,3812.46,2.92000000000007
1389,170,3815.38,2.92000000000007
1390,170,3818.27,2.89000000000033
1391,170,3821.15,2.87999999999965
1392,170,3824.01,2.86000000000013
1393,170,3826.88,2.87000000000035
1394,170,3829.72,2.83999999999969
1395,170,3832.55,2.82999999999993
1396,170,3835.39,2.84000000000015
1397,170,3838.22,2.82999999999993
1398,170,3841.05,2.83000000000038
1399,170,3843.88,2.82999999999993
1400,170,3846.71,2.82999999999993
1401,170,3849.55,2.83999999999969
1402,170,3852.39,2.84000000000015
1403,170,3855.22,2.83000000000038
1404,170,3858.05,2.82999999999993
1405,170,3860.86,2.80999999999949
1406,170,3863.68,2.82000000000016
1407,170,3866.5,2.82000000000016
1408,170,3869.32,2.82000000000016
1409,170,3872.15,2.82999999999993
1410,170,3874.98,2.82999999999993
1411,170,3877.81,2.82999999999993
1412,170,3880.66,2.84999999999991
1413,170,3883.51,2.84999999999991
1414,170,3886.39,2.88000000000011
1415,173,3889.26,2.86999999999989
1416,173,3892.16,2.90000000000009
1417,173,3895.04,2.88000000000011
1418,173,3897.93,2.88999999999987
1419,173,3900.81,2.88000000000011
1420,174,3903.67,2.86000000000013
1421,174,3906.52,2.84999999999991
1422,174,3909.37,2.84999999999991
1423,174,3912.2,2.82999999999993
1424,174,3915.03,2.82999999999993
1425,175,3917.86,2.82999999999993
1426,175,3920.7,2.8400000000006
1427,175,3923.51,2.80999999999949
1428,175,3926.33,2.82000000000016
1429,175,3929.15,2.82000000000016
1430,175,3931.97,2.81999999999971
1431,175,3934.79,2.82000000000016
1432,175,3937.61,2.81999999999971
1433,175,3940.42,2.8100000000004
1434,175,3943.21,2.78999999999951
1435,175,3946,2.78999999999996
1435,175,3946,
1436,175,3948.79,2.79000000000042
1437,175,3951.57,2.77999999999975
1438,175,3954.33,2.75999999999976
1439,175,3957.1,2.77000000000044
1440,175,3959.85,2.75
1441,175,3962.59,2.74000000000024
1442,175,3965.33,2.73999999999978
1443,175,3968.05,2.7199999999998
1444,175,3970.75,2.69999999999982
1445,174,3973.44,2.69000000000051
1446,174,3976.12,2.67999999999984
1447,174,3978.8,2.67999999999984
1448,174,3981.48,2.68000000000029
1449,174,3984.16,2.67999999999984
1450,174,3986.84,2.68000000000029
1451,174,3989.5,2.65999999999985
1452,174,3992.14,2.63999999999987
1453,174,3994.79,2.65000000000009
1454,174,3997.42,2.63000000000011
1454.985,174,4000,2.61928934010125
1455,174,4000.04,2.66666666667677
1456,174,4002.68,2.64000000000033
1457,174,4005.29,2.60999999999967
1458,174,4007.91,2.62000000000035
1459,174,4010.53,2.61999999999944
1460,173,4013.14,2.60999999999967
1461,173,4015.76,2.62000000000035
1462,173,4018.38,2.62000000000035
1463,173,4020.98,2.59999999999991
1464,173,4023.58,2.59999999999945
1465,171,4026.19,2.61000000000058
1466,171,4028.8,2.60999999999967
1467,171,4031.41,2.61000000000013
1468,171,4034.03,2.62000000000035
1469,171,4036.64,2.60999999999967
1470,173,4039.26,2.62000000000035
1471,173,4041.88,2.61999999999944
1472,173,4044.49,2.61000000000058
1473,173,4047.09,2.59999999999991
1474,173,4049.69,2.59999999999945
1475,171,4052.29,2.59999999999991
1476,171,4054.89,2.60000000000036
1477,171,4057.49,2.60000000000036
1478,171,4060.08,2.58999999999924
1479,171,4062.68,2.60000000000036
1480,171,4065.27,2.58999999999969
1481,171,4067.87,2.59999999999991
1482,171,4070.5,2.63000000000011
1483,171,4073.16,2.66000000000076
1484,171,4075.84,2.67999999999938
1485,171,4078.53,2.69000000000051
1486,171,4081.22,2.6899999999996
1487,171,4083.92,2.69999999999982
1488,171,4086.62,2.69999999999982
1489,171,4089.32,2.70000000000073
1490,171,4092.05,2.72999999999956
1491,173,4094.76,2.70999999999958
1492,173,4097.48,2.7199999999998
1493,173,4100.18,2.70000000000073
1494,173,4102.91,2.73000000000047
1495,173,4105.61,2.69999999999982
1496,172,4108.33,2.72000000000025
1497,172,4111.06,2.72999999999956
1498,172,4113.79,2.73000000000047
1499,172,4116.52,2.72999999999956
1500,172,4119.24,2.72000000000025
1501,173,4121.93,2.69000000000051
1502,173,4124.62,2.68999999999869
1503,173,4127.31,2.69000000000051
1504,173,4130.02,2.71000000000004
1505,173,4132.74,2.71999999999935
1506,171,4135.5,2.76000000000022
1507,171,4138.3,2.80000000000018
1508,171,4141.14,2.84000000000015
1509,171,4143.99,2.85000000000036
1510,171,4146.85,2.85999999999967
1511,171,4149.73,2.8799999999992
1512,171,4152.61,2.88000000000102
1513,171,4155.53,2.92000000000007
1514,171,4158.44,2.90999999999985
1515,171,4161.36,2.92000000000007
1516,170,4164.28,2.92000000000007
1517,170,4167.22,2.9399999999996
1518,170,4170.16,2.9399999999996
1519,170,4173.1,2.94000000000051
1520,170,4176.07,2.97000000000025
1521,170,4179.06,2.98999999999978
1522,170,4182.05,2.98999999999978
1523,170,4185.04,2.99000000000069
1524,170,4188.04,2.99999999999909
1525,170,4191.04,3
1526,171,4194.05,3.01000000000113
1527,171,4197.07,3.01999999999862
1528,171,4200.1,3.03000000000065
1529,171,4203.14,3.03999999999996
1530,171,4206.18,3.03999999999996
1531,170,4209.23,3.05000000000018
1532,170,4212.28,3.05000000000018
1533,170,4215.33,3.05000000000018
1534,170,4218.38,3.05000000000018
1535,170,4221.41,3.02999999999975
1536,169,4224.45,3.03999999999905
1537,169,4227.48,3.02999999999975
1538,169,4230.51,3.03000000000065
1539,169,4233.55,3.03999999999996
1540,169,4236.59,3.03999999999996
1541,170,4239.61,3.02000000000044
1542,170,4242.63,3.01999999999953
1543,170,4245.65,3.02000000000044
1544,170,4248.67,3.02000000000044
1545,170,4251.69,3.01999999999862
1546,174,4254.71,3.02000000000044
1547,174,4257.71,3
1548,174,4260.71,3
1549,174,4263.7,2.98999999999978
1550,174,4266.67,2.97000000000025
1551,175,4269.66,2.98999999999978
1552,175,4272.64,2.98000000000047
1553,175,4275.64,3
1554,175,4278.66,3.02000000000044
1555,175,4281.68,3.01999999999953
1556,179,4284.71,3.02999999999975
1557,179,4287.74,3.03000000000065
1558,179,4290.76,3.01999999999953
1559,179,4293.78,3.01999999999953
1560,179,4296.8,3.02000000000044
1561,177,4299.82,3.02000000000044
1562,177,4302.82,3
1563,177,4305.82,3
1564,177,4308.83,3.00999999999931
1565,177,4311.86,3.03000000000065
1566,177,4314.88,3.01999999999953
1567,176,4317.9,3.02000000000044
1568,176,4320.93,3.02999999999975
1569,176,4323.98,3.05000000000018
1570,176,4327.02,3.03999999999996
1571,176,4330.07,3.04999999999927
1572,177,4333.12,3.05000000000018
1573,177,4336.18,3.0600000000004
1574,177,4339.25,3.07000000000062
1575,177,4342.32,3.0699999999988
1576,177,4345.41,3.09000000000015
1577,178,4348.5,3.09000000000105
1578,178,4351.6,3.09999999999945
1579,178,4354.68,3.07999999999993
1580,178,4357.76,3.08000000000084
1581,178,4360.83,3.0699999999988
1582,176,4363.9,3.07000000000062
1583,176,4366.96,3.0600000000004
1584,176,4370.01,3.04999999999927
1585,176,4373.06,3.05000000000018
1586,176,4376.11,3.05000000000018
1587,176,4379.17,3.05999999999949
1588,176,4382.2,3.02999999999975
1589,176,4385.22,3.02000000000044
1590,176,4388.25,3.02999999999975
1591,176,4391.27,3.02000000000044
1592,175,4394.28,3.00999999999931
1593,175,4397.28,3.00000000000091
1594,175,4400.28,3
1595,175,4403.28,3
1596,175,4406.25,2.96999999999935
1597,175,4409.21,2.96000000000095
1598,175,4412.15,2.9399999999996
1599,175,4415.09,2.9399999999996
1600,175,4418,2.90999999999985
1601,175,4420.89,2.89000000000033
1602,175,4423.78,2.89000000000033
1603,175,4426.65,2.86999999999989
1604,175,4429.5,2.84999999999945
1605,175,4432.35,2.85000000000036
1606,175,4435.18,2.83000000000084
1607,175,4437.98,2.79999999999927
1608,175,4440.79,2.8100000000004
1609,175,4443.61,2.81999999999971
1610,175,4446.41,2.79999999999927
1611,175,4449.25,2.84000000000015
1612,175,4452.08,2.83000000000084
1613,175,4454.93,2.84999999999945
1614,175,4457.78,2.85000000000036
1615,175,4460.63,2.84999999999945
1616,175,4463.44,2.8100000000004
1617,175,4466.25,2.8100000000004
1618,175,4469.07,2.81999999999971
1619,175,4471.86,2.78999999999996
1620,175,4474.64,2.77999999999975
1621,175,4477.43,2.78999999999996
1622,175,4480.19,2.76000000000022
1623,175,4482.95,2.76000000000022
1624,175,4485.71,2.75999999999931
1625,175,4488.46,2.75000000000091
1626,175,4491.22,2.75999999999931
1627,175,4493.96,2.73999999999978
1628,175,4496.68,2.72000000000025
1629,175,4499.41,2.72999999999956
1630,175,4502.14,2.73000000000047
1631,175,4504.85,2.71000000000004
1632,175,4507.57,2.72000000000025
1633,175,4510.32,2.74999999999909
1634,175,4513.05,2.73000000000138
1635,175,4515.78,2.72999999999956
1636,175,4518.51,2.72999999999956
1637,175,4521.25,2.73999999999978
1638,174,4523.98,2.73000000000047
1639,174,4526.71,2.72999999999956
1640,174,4529.45,2.74000000000069
1641,174,4532.19,2.73999999999887
1642,174,4534.91,2.72000000000025
1643,174,4537.63,2.72000000000025
1644,174,4540.35,2.72000000000025
1645,174,4543.07,2.71999999999935
1646,174,4545.76,2.69000000000051
1647,174,4548.46,2.69999999999982
1648,175,4551.14,2.68000000000029
1649,175,4553.81,2.67000000000007
1650,175,4556.47,2.65999999999985
1651,175,4559.14,2.67000000000007
1652,175,4561.79,2.64999999999964
1653,176,4564.46,2.67000000000007
1654,176,4567.14,2.68000000000029
1655,176,4569.8,2.66000000000076
1656,176,4572.46,2.65999999999894
1657,176,4575.13,2.67000000000098
1658,173,4577.78,2.64999999999964
1659,173,4580.44,2.65999999999985
